ID,Edad,Experiencia_Previa,Tipo_Ejercicio_Preferido,Frecuencia_Semanal_Planeada,Objetivo_Principal,Tiempo_Disponible_Sesion,Duración_Adherencia_Meses
2155,46,5,Pesas,2,Ganancia muscular,120,20
2156,40,6,Pilates,4,Mantenimiento,73,20
2157,19,3,Cardio,3,Pérdida de peso,120,13
2158,29,0,Cardio,3,Resistencia,71,23
2159,51,5,Boxeo,4,Flexibilidad,39,29
2160,65,8,Funcional,1,Rendimiento deportivo,105,27
2161,41,6,Natación,6,Ganancia muscular,94,26
2162,21,2,Natación,5,Mantenimiento,75,18
2163,59,10,Pilates,2,Rehabilitación,90,24
2164,39,8,Yoga,3,Pérdida de peso,96,22
2165,70,8,Natación,1,Ganancia muscular,62,2
2166,26,6,Yoga,2,Rendimiento deportivo,65,29
2167,36,5,CrossFit,1,Rendimiento deportivo,62,17
2168,59,4,Pilates,1,Rehabilitación,104,22
2169,48,3,Natación,4,Tonificación,62,26
2170,22,2,Yoga,3,Rendimiento deportivo,95,23
2171,21,3,Cardio,4,Mantenimiento,36,10
2172,31,4,Cardio,4,Rendimiento deportivo,120,31
2173,37,2,Funcional,3,Rendimiento deportivo,104,19
2174,55,4,Cardio,3,Tonificación,69,2
2175,62,10,Cardio,4,Ganancia muscular,99,27
2176,33,5,Pilates,2,Ganancia muscular,67,15
2177,47,2,Pesas,2,Mantenimiento,120,32
2178,25,6,Yoga,4,Mantenimiento,30,34
2179,21,0,Pesas,7,Ganancia muscular,70,31
2180,51,6,Natación,2,Resistencia,74,20
2181,38,5,Pesas,2,Rendimiento deportivo,31,26
2182,37,2,Natación,5,Flexibilidad,44,17
2183,37,8,Yoga,3,Mantenimiento,103,31
2184,58,7,Funcional,3,Mantenimiento,120,4
2185,32,5,Cardio,3,Pérdida de peso,93,1
2186,41,1,Natación,4,Rendimiento deportivo,66,24
2187,39,8,Funcional,3,Rehabilitación,120,3
2188,30,2,CrossFit,4,Tonificación,94,30
2189,18,0,Cardio,5,Pérdida de peso,65,13
2190,31,4,Pilates,2,Ganancia muscular,67,35
2191,56,10,Boxeo,6,Mantenimiento,95,15
2192,34,5,Yoga,7,Resistencia,98,2
2193,48,8,Cardio,3,Tonificación,99,4
2194,29,5,CrossFit,2,Resistencia,68,10
2195,19,0,Cardio,4,Tonificación,74,3
2196,22,0,Boxeo,5,Resistencia,64,29
2197,29,5,Boxeo,3,Rendimiento deportivo,74,31
2198,60,2,Pilates,1,Ganancia muscular,63,1
2199,54,9,Pilates,1,Tonificación,33,7
2200,37,4,Funcional,4,Rehabilitación,103,23
2201,44,6,Yoga,7,Mantenimiento,67,25
2202,18,2,Boxeo,1,Pérdida de peso,35,15
2203,47,7,CrossFit,2,Ganancia muscular,72,21
2204,39,6,Natación,4,Pérdida de peso,71,35
2205,21,1,CrossFit,4,Rehabilitación,101,30
2206,32,2,Funcional,3,Flexibilidad,101,15
2207,48,5,CrossFit,3,Resistencia,105,8
2208,35,4,Yoga,4,Rehabilitación,74,16
2209,28,1,Boxeo,3,Rehabilitación,102,32
2210,60,2,Natación,2,Pérdida de peso,91,1
2211,46,4,Cardio,2,Flexibilidad,99,9
2212,26,6,Pesas,3,Resistencia,120,26
2213,54,4,Pilates,6,Rehabilitación,100,2
2214,21,0,Funcional,5,Pérdida de peso,120,20
2215,37,5,Boxeo,4,Ganancia muscular,104,22
2216,33,5,CrossFit,2,Flexibilidad,61,17
2217,28,3,Pilates,7,Tonificación,103,8
2218,21,2,Funcional,3,Pérdida de peso,42,17
2219,35,5,Funcional,5,Mantenimiento,94,9
2220,38,2,Pilates,3,Rendimiento deportivo,39,3
2221,62,7,Yoga,5,Mantenimiento,67,35
2222,42,1,Pilates,4,Pérdida de peso,63,14
2223,56,7,Natación,4,Rehabilitación,31,21
2224,39,7,Cardio,7,Flexibilidad,120,24
2225,67,2,Natación,2,Tonificación,69,34
2226,31,1,Yoga,3,Tonificación,74,8
2227,32,3,Pilates,7,Mantenimiento,37,6
2228,59,2,CrossFit,4,Flexibilidad,33,14
2229,44,7,Cardio,4,Rendimiento deportivo,35,2
2230,63,4,Boxeo,1,Rendimiento deportivo,120,22
2231,37,4,Yoga,3,Ganancia muscular,66,22
2232,57,7,Pesas,4,Pérdida de peso,98,35
2233,24,2,Pilates,1,Tonificación,120,16
2234,20,3,Cardio,3,Mantenimiento,92,29
2235,38,5,Cardio,3,Flexibilidad,30,12
2236,52,6,Funcional,2,Ganancia muscular,62,30
2237,55,8,Boxeo,2,Ganancia muscular,70,26
2238,46,8,Natación,2,Ganancia muscular,35,2
2239,43,8,Yoga,2,Tonificación,62,13
2240,49,1,Funcional,3,Tonificación,32,34
2241,59,3,CrossFit,1,Rehabilitación,62,21
2242,39,5,Yoga,3,Rehabilitación,95,31
2243,51,8,Cardio,4,Rehabilitación,105,15
2244,64,2,Funcional,4,Resistencia,36,34
2245,57,4,Pesas,1,Flexibilidad,95,29
2246,57,7,Funcional,3,Mantenimiento,66,36
2247,56,8,CrossFit,6,Flexibilidad,72,8
2248,44,6,Boxeo,1,Pérdida de peso,101,35
2249,45,3,Pesas,2,Ganancia muscular,99,21
2250,28,1,Pilates,3,Flexibilidad,66,20
2251,42,8,Cardio,3,Pérdida de peso,120,12
2252,66,6,Yoga,4,Tonificación,43,9
2253,67,10,Boxeo,5,Rehabilitación,95,6
2254,51,2,Yoga,2,Rehabilitación,68,11
2255,27,0,Cardio,3,Tonificación,32,2
2256,67,10,Cardio,7,Tonificación,120,22
2257,32,0,Yoga,3,Mantenimiento,64,10
2258,64,4,Cardio,1,Ganancia muscular,31,28
2259,52,3,Funcional,3,Pérdida de peso,74,35
2260,70,5,Cardio,7,Resistencia,102,20
2261,40,1,Pilates,5,Flexibilidad,72,24
2262,59,3,Pesas,4,Mantenimiento,67,26
2263,57,5,Cardio,1,Resistencia,39,14
2264,59,5,Pilates,3,Tonificación,72,19
2265,29,5,Pesas,3,Resistencia,66,11
2266,18,3,Cardio,3,Resistencia,75,21
2267,22,2,Pesas,4,Rendimiento deportivo,39,34
2268,38,6,Funcional,3,Ganancia muscular,73,33
2269,40,3,Pesas,4,Rehabilitación,75,26
2270,53,8,Pilates,4,Tonificación,67,12
2271,38,3,Natación,4,Mantenimiento,63,26
2272,29,4,Natación,2,Mantenimiento,75,8
2273,21,0,Yoga,4,Rehabilitación,120,24
2274,26,4,Boxeo,5,Pérdida de peso,60,32
2275,32,0,Pilates,7,Ganancia muscular,105,14
2276,70,2,Pesas,3,Flexibilidad,60,22
2277,30,5,Funcional,3,Tonificación,71,26
2278,20,2,Pilates,4,Ganancia muscular,120,6
2279,26,1,Pesas,4,Rehabilitación,102,31
2280,19,1,Funcional,3,Tonificación,120,27
2281,34,3,Pesas,4,Ganancia muscular,67,36
2282,31,4,Pilates,5,Mantenimiento,71,24
2283,67,10,CrossFit,2,Mantenimiento,43,33
2284,57,2,Boxeo,6,Rehabilitación,120,7
2285,43,5,Yoga,4,Flexibilidad,93,1
2286,26,6,Pesas,4,Rehabilitación,70,33
2287,70,8,Boxeo,3,Ganancia muscular,72,5
2288,38,4,Boxeo,5,Mantenimiento,120,18
2289,22,3,Cardio,3,Tonificación,100,24
2290,31,3,Cardio,5,Flexibilidad,94,34
2291,68,6,Pilates,3,Rendimiento deportivo,38,25
2292,51,8,Pesas,2,Flexibilidad,42,8
2293,64,10,CrossFit,7,Ganancia muscular,74,13
2294,57,5,Cardio,4,Mantenimiento,73,19
2295,70,6,Natación,5,Ganancia muscular,69,7
2296,58,10,Pesas,3,Tonificación,31,7
2297,20,3,Natación,3,Flexibilidad,120,35
2298,28,4,Pesas,2,Mantenimiento,100,10
2299,55,2,Boxeo,4,Rendimiento deportivo,99,2
2300,26,6,Funcional,4,Rendimiento deportivo,62,10
2301,27,1,Pesas,5,Tonificación,66,21
2302,57,2,Pesas,4,Flexibilidad,90,4
2303,39,2,Yoga,3,Ganancia muscular,60,10
2304,43,1,Pilates,2,Rehabilitación,33,24
2305,42,3,CrossFit,1,Rendimiento deportivo,61,21
2306,65,8,Cardio,2,Ganancia muscular,120,34
2307,37,8,Pilates,3,Tonificación,41,26
2308,36,3,Pesas,5,Ganancia muscular,120,25
2309,31,2,Yoga,2,Tonificación,33,2
2310,46,2,Natación,6,Ganancia muscular,39,10
2311,42,4,Yoga,4,Tonificación,45,24
2312,37,5,Pesas,3,Rendimiento deportivo,94,35
2313,33,0,Pesas,3,Tonificación,98,27
2314,19,0,Yoga,3,Ganancia muscular,71,29
2315,34,1,Pilates,7,Resistencia,30,36
2316,29,3,Pesas,2,Rendimiento deportivo,75,10
2317,34,6,Funcional,4,Mantenimiento,70,7
2318,57,5,Funcional,4,Resistencia,36,26
2319,32,3,Pesas,2,Rendimiento deportivo,60,32
2320,52,8,Pesas,3,Rendimiento deportivo,60,4
2321,48,2,CrossFit,4,Rendimiento deportivo,120,11
2322,58,4,CrossFit,6,Resistencia,42,19
2323,68,7,Yoga,4,Pérdida de peso,120,16
2324,69,2,Yoga,2,Tonificación,101,32
2325,57,10,Cardio,4,Pérdida de peso,120,22
2326,18,0,Funcional,4,Flexibilidad,61,26
2327,30,3,Funcional,4,Rendimiento deportivo,73,32
2328,25,4,Pilates,1,Rehabilitación,65,23
2329,50,4,Yoga,1,Flexibilidad,120,13
2330,51,7,Funcional,1,Flexibilidad,61,27
2331,56,4,Cardio,2,Tonificación,68,15
2332,28,4,Boxeo,4,Rendimiento deportivo,72,6
2333,63,5,Funcional,3,Pérdida de peso,101,3
2334,55,3,Pesas,4,Rehabilitación,68,28
2335,28,2,Funcional,3,Flexibilidad,94,29
2336,20,3,Yoga,6,Tonificación,65,25
2337,27,2,Natación,3,Rehabilitación,70,16
2338,28,1,Boxeo,5,Ganancia muscular,100,26
2339,67,4,Boxeo,3,Rehabilitación,104,12
2340,47,5,Boxeo,2,Resistencia,67,17
2341,34,3,Cardio,5,Mantenimiento,32,20
2342,61,7,Funcional,3,Rehabilitación,90,26
2343,48,2,Pesas,3,Rendimiento deportivo,120,20
2344,29,1,CrossFit,2,Rehabilitación,120,12
2345,28,0,Funcional,3,Tonificación,67,31
2346,32,1,Pilates,2,Ganancia muscular,99,36
2347,32,1,Funcional,5,Ganancia muscular,71,33
2348,66,2,CrossFit,2,Pérdida de peso,39,18
2349,27,2,Boxeo,4,Rendimiento deportivo,38,10
2350,18,2,Natación,5,Flexibilidad,120,2
2351,18,3,Natación,3,Pérdida de peso,30,28
2352,21,3,CrossFit,1,Flexibilidad,97,2
2353,34,5,CrossFit,2,Resistencia,36,17
2354,20,1,Yoga,5,Mantenimiento,63,36
2355,60,4,Funcional,6,Tonificación,63,33
2356,22,2,CrossFit,2,Resistencia,104,16
2357,23,3,Pilates,3,Pérdida de peso,41,19
2358,47,8,Yoga,5,Mantenimiento,100,2
2359,21,2,CrossFit,2,Mantenimiento,44,8
2360,21,1,Boxeo,2,Ganancia muscular,69,23
2361,61,5,CrossFit,1,Rendimiento deportivo,41,11
2362,59,9,Natación,2,Rendimiento deportivo,71,1
2363,39,5,Cardio,3,Ganancia muscular,95,1
2364,49,3,Yoga,4,Mantenimiento,65,25
2365,43,4,Yoga,2,Tonificación,94,4
2366,34,3,Pilates,1,Pérdida de peso,72,18
2367,36,1,Cardio,5,Resistencia,34,27
2368,43,8,Cardio,3,Tonificación,72,3
2369,34,1,Boxeo,1,Rendimiento deportivo,45,14
2370,26,1,Cardio,2,Pérdida de peso,73,5
2371,70,10,Cardio,4,Ganancia muscular,99,22
2372,20,0,Boxeo,4,Tonificación,44,21
2373,39,3,CrossFit,4,Pérdida de peso,68,29
2374,37,1,Yoga,3,Rehabilitación,74,36
2375,54,4,CrossFit,4,Flexibilidad,90,11
2376,65,4,Natación,5,Resistencia,32,32
2377,54,10,Pilates,4,Resistencia,120,2
2378,39,5,Natación,2,Tonificación,61,24
2379,66,2,Funcional,3,Rendimiento deportivo,65,32
2380,24,3,Boxeo,6,Pérdida de peso,71,18
2381,34,1,Funcional,6,Resistencia,120,34
2382,59,4,Natación,2,Flexibilidad,97,18
2383,21,0,Yoga,2,Rendimiento deportivo,73,3
2384,19,1,Boxeo,2,Pérdida de peso,36,33
2385,38,8,Pilates,2,Resistencia,120,13
2386,47,1,Natación,7,Tonificación,104,23
2387,25,0,Pesas,3,Rehabilitación,72,31
2388,24,2,CrossFit,7,Flexibilidad,32,6
2389,31,1,CrossFit,3,Flexibilidad,103,23
2390,28,1,Pilates,3,Mantenimiento,63,26
2391,34,1,Yoga,3,Tonificación,36,35
2392,23,3,CrossFit,2,Rendimiento deportivo,73,26
2393,61,3,Pilates,3,Flexibilidad,40,15
2394,36,4,Pesas,7,Tonificación,70,12
2395,25,3,CrossFit,4,Ganancia muscular,65,12
2396,39,3,Natación,3,Rehabilitación,38,9
2397,19,1,Boxeo,3,Rehabilitación,69,24
2398,59,5,Boxeo,1,Mantenimiento,104,7
2399,28,2,Pesas,3,Mantenimiento,66,3
2400,46,8,Cardio,3,Ganancia muscular,38,15
2401,42,7,Cardio,4,Resistencia,38,23
2402,19,1,Pilates,2,Flexibilidad,69,4
2403,46,7,Natación,1,Ganancia muscular,36,34
2404,43,4,Yoga,2,Resistencia,70,3
2405,43,1,Cardio,3,Tonificación,44,26
2406,25,3,Cardio,5,Mantenimiento,64,18
2407,21,1,Yoga,1,Resistencia,75,31
2408,36,4,Pesas,3,Mantenimiento,61,35
2409,20,2,CrossFit,1,Flexibilidad,100,27
2410,28,2,Funcional,3,Mantenimiento,94,31
2411,64,2,Boxeo,3,Rehabilitación,33,20
2412,18,3,Pesas,4,Mantenimiento,120,13
2413,69,5,CrossFit,2,Resistencia,42,27
2414,36,3,Natación,4,Mantenimiento,94,11
2415,19,0,Funcional,4,Rehabilitación,70,36
2416,30,0,Natación,3,Flexibilidad,98,32
2417,52,4,Funcional,5,Resistencia,30,16
2418,56,2,Cardio,5,Rendimiento deportivo,74,5
2419,26,6,Pesas,6,Rehabilitación,97,11
2420,30,5,Boxeo,3,Pérdida de peso,96,5
2421,63,7,Pilates,3,Tonificación,71,12
2422,22,2,Funcional,3,Pérdida de peso,120,15
2423,24,3,Boxeo,3,Mantenimiento,120,35
2424,60,6,Cardio,2,Mantenimiento,63,20
2425,63,7,Yoga,3,Pérdida de peso,62,24
2426,51,9,Boxeo,1,Mantenimiento,120,24
2427,42,5,Funcional,2,Pérdida de peso,35,3
2428,29,3,Funcional,4,Resistencia,120,1
2429,49,5,Pilates,6,Ganancia muscular,71,31
2430,22,2,Pesas,3,Mantenimiento,60,12
2431,68,6,Funcional,3,Rehabilitación,101,16
2432,24,2,Yoga,1,Rendimiento deportivo,94,9
2433,69,9,Pilates,3,Rehabilitación,62,29
2434,24,0,Yoga,3,Flexibilidad,36,2
2435,57,10,Natación,3,Flexibilidad,65,5
2436,21,2,CrossFit,2,Rehabilitación,100,36
2437,55,4,Yoga,3,Mantenimiento,33,16
2438,39,6,Natación,2,Tonificación,66,7
2439,20,0,Natación,7,Ganancia muscular,98,2
2440,60,3,Pilates,4,Ganancia muscular,101,35
2441,23,1,Yoga,2,Mantenimiento,62,18
2442,67,7,Cardio,2,Resistencia,63,13
2443,24,3,Pesas,7,Resistencia,120,11
2444,45,7,Natación,1,Rehabilitación,97,23
2445,46,5,Boxeo,4,Mantenimiento,120,3
2446,20,3,Pilates,3,Ganancia muscular,120,18
2447,70,4,Boxeo,4,Tonificación,101,32
2448,26,2,Funcional,2,Resistencia,120,6
2449,55,3,CrossFit,3,Rehabilitación,66,2
2450,54,3,Pilates,3,Mantenimiento,70,4
2451,25,4,Boxeo,3,Mantenimiento,63,36
2452,29,3,Pesas,3,Mantenimiento,63,9
2453,51,9,Cardio,1,Mantenimiento,100,32
2454,50,8,Pilates,3,Flexibilidad,101,22
2455,31,5,Pilates,2,Ganancia muscular,65,18
2456,23,2,Pesas,1,Ganancia muscular,99,33
2457,44,8,Pilates,4,Rendimiento deportivo,97,33
2458,33,2,CrossFit,5,Flexibilidad,31,7
2459,69,5,Cardio,5,Resistencia,32,16
2460,68,6,Natación,4,Flexibilidad,100,31
2461,32,1,Cardio,1,Resistencia,66,7
2462,45,3,CrossFit,2,Ganancia muscular,45,19
2463,54,10,Pilates,5,Mantenimiento,68,11
2464,26,6,Pesas,3,Flexibilidad,71,9
2465,23,3,CrossFit,4,Resistencia,65,35
2466,46,8,CrossFit,3,Mantenimiento,94,7
2467,51,9,Boxeo,3,Resistencia,93,22
2468,67,8,Pesas,4,Mantenimiento,75,36
2469,37,3,Pilates,3,Pérdida de peso,34,29
2470,36,4,Cardio,4,Rendimiento deportivo,69,35
2471,22,3,Yoga,3,Ganancia muscular,71,2
2472,36,2,Pesas,5,Tonificación,103,19
2473,51,2,Natación,3,Ganancia muscular,42,21
2474,29,6,Pilates,3,Mantenimiento,68,8
2475,31,5,Funcional,1,Ganancia muscular,33,12
2476,27,5,Yoga,2,Rendimiento deportivo,97,8
2477,60,3,Yoga,3,Flexibilidad,41,6
2478,69,5,CrossFit,1,Flexibilidad,120,24
2479,36,2,Pesas,2,Mantenimiento,72,31
2480,20,1,Cardio,3,Resistencia,37,11
2481,36,5,Natación,4,Rehabilitación,42,10
2482,42,2,Yoga,3,Flexibilidad,96,2
2483,29,2,Boxeo,4,Resistencia,120,3
2484,32,1,Natación,3,Mantenimiento,73,12
2485,60,8,Pesas,4,Rendimiento deportivo,75,17
2486,26,2,Cardio,6,Mantenimiento,103,10
2487,39,3,Boxeo,5,Rendimiento deportivo,69,17
2488,25,2,Natación,2,Ganancia muscular,35,6
2489,53,3,Funcional,3,Rehabilitación,36,35
2490,22,1,Yoga,4,Pérdida de peso,63,16
2491,63,3,Funcional,1,Resistencia,40,33
2492,31,2,Funcional,6,Pérdida de peso,66,15
2493,20,0,Boxeo,1,Rendimiento deportivo,71,24
2494,58,5,Pilates,2,Resistencia,75,12
2495,56,8,Pilates,3,Pérdida de peso,101,33
2496,42,8,Pilates,3,Tonificación,120,4
2497,51,3,Yoga,3,Rehabilitación,61,31
2498,68,2,CrossFit,5,Rehabilitación,41,2
2499,23,2,Pesas,2,Mantenimiento,67,1
2500,44,4,Pesas,3,Rehabilitación,64,19
2501,51,4,Funcional,3,Pérdida de peso,39,24
2502,61,2,CrossFit,4,Mantenimiento,67,33
2503,36,2,Pesas,3,Tonificación,99,17
2504,27,0,CrossFit,2,Tonificación,120,9
2505,48,6,Natación,5,Resistencia,36,9
2506,38,6,Cardio,1,Flexibilidad,120,1
2507,41,2,Pesas,5,Rehabilitación,120,22
2508,42,6,Cardio,5,Mantenimiento,102,18
2509,64,5,Funcional,2,Mantenimiento,37,28
2510,34,3,CrossFit,2,Rehabilitación,44,18
2511,37,1,Yoga,2,Tonificación,32,12
2512,66,2,Yoga,2,Resistencia,67,4
2513,26,4,Pilates,4,Resistencia,71,7
2514,31,3,Natación,5,Mantenimiento,39,16
2515,36,1,Cardio,3,Flexibilidad,95,1
2516,19,0,Yoga,3,Rendimiento deportivo,75,1
2517,18,3,Pesas,7,Flexibilidad,120,19
2518,41,3,CrossFit,2,Flexibilidad,94,16
2519,45,2,Yoga,7,Rendimiento deportivo,120,16
2520,38,2,Yoga,1,Rendimiento deportivo,93,36
2521,27,0,Pilates,4,Ganancia muscular,60,25
2522,50,6,Boxeo,1,Pérdida de peso,104,9
2523,27,6,CrossFit,5,Flexibilidad,120,3
2524,64,5,Pesas,6,Tonificación,30,16
2525,18,1,Funcional,6,Tonificación,43,10
2526,32,0,Pesas,4,Rehabilitación,75,7
2527,67,9,Cardio,3,Resistencia,92,26
2528,58,8,Cardio,7,Flexibilidad,73,13
2529,46,3,Cardio,6,Rehabilitación,75,22
2530,48,7,Natación,1,Pérdida de peso,94,20
2531,51,6,Natación,3,Resistencia,62,26
2532,41,7,Boxeo,3,Ganancia muscular,120,23
2533,20,3,Pilates,2,Rendimiento deportivo,35,12
2534,54,3,Cardio,2,Flexibilidad,66,16
2535,37,2,Cardio,3,Rehabilitación,43,4
2536,42,2,Yoga,2,Ganancia muscular,99,36
2537,49,7,Funcional,4,Pérdida de peso,104,29
2538,54,6,Natación,4,Flexibilidad,101,25
2539,35,8,Boxeo,5,Rendimiento deportivo,92,11
2540,31,4,CrossFit,6,Rehabilitación,90,7
2541,44,2,Natación,1,Ganancia muscular,61,3
2542,37,4,Funcional,1,Mantenimiento,120,35
2543,20,0,CrossFit,3,Pérdida de peso,64,21
2544,43,1,Cardio,2,Pérdida de peso,103,15
2545,29,5,Yoga,4,Ganancia muscular,105,17
2546,18,2,Boxeo,4,Tonificación,31,34
2547,54,2,Pesas,3,Pérdida de peso,64,36
2548,27,2,Pesas,1,Pérdida de peso,120,36
2549,21,1,Pesas,1,Rendimiento deportivo,30,2
2550,58,10,Funcional,4,Pérdida de peso,103,34
2551,29,5,Pesas,1,Rehabilitación,41,2
2552,23,1,Pilates,1,Rehabilitación,30,17
2553,54,4,Funcional,2,Tonificación,65,24
2554,42,8,Boxeo,2,Ganancia muscular,61,4
2555,27,6,Natación,3,Mantenimiento,92,10
2556,69,9,Pilates,3,Tonificación,70,28
2557,33,0,Yoga,5,Pérdida de peso,35,27
2558,26,1,Boxeo,2,Pérdida de peso,71,17
2559,21,0,CrossFit,3,Rendimiento deportivo,120,4
2560,54,10,Natación,4,Ganancia muscular,91,6
2561,36,5,Cardio,4,Pérdida de peso,60,3
2562,30,6,Funcional,2,Resistencia,101,18
2563,33,6,Cardio,4,Resistencia,67,33
2564,35,6,Yoga,6,Resistencia,120,22
2565,28,5,Natación,1,Rendimiento deportivo,74,12
2566,25,0,Yoga,2,Pérdida de peso,98,17
2567,69,4,Yoga,4,Ganancia muscular,66,16
2568,40,1,Natación,2,Resistencia,70,36
2569,68,2,Boxeo,5,Pérdida de peso,120,8
2570,37,6,Yoga,3,Flexibilidad,99,6
2571,66,7,Yoga,3,Rehabilitación,64,18
2572,21,1,Funcional,1,Rendimiento deportivo,40,31
2573,29,3,Funcional,4,Rehabilitación,42,28
2574,27,6,Boxeo,2,Rehabilitación,39,25
2575,23,2,Pesas,2,Pérdida de peso,45,26
2576,22,3,Cardio,1,Mantenimiento,91,29
2577,43,2,Funcional,4,Mantenimiento,61,15
2578,70,7,Pesas,2,Ganancia muscular,65,19
2579,27,5,Yoga,2,Flexibilidad,61,14
2580,59,9,Pesas,5,Rehabilitación,63,28
2581,64,10,Pilates,6,Mantenimiento,120,9
2582,33,4,Funcional,1,Rendimiento deportivo,73,9
2583,63,7,Pilates,5,Pérdida de peso,104,17
2584,50,2,CrossFit,6,Mantenimiento,120,25
2585,24,3,Pilates,5,Ganancia muscular,61,15
2586,20,1,Pesas,5,Resistencia,96,29
2587,27,3,Cardio,5,Rendimiento deportivo,100,24
2588,42,5,Natación,2,Ganancia muscular,103,36
2589,61,10,Boxeo,2,Pérdida de peso,65,6
2590,43,7,Pesas,2,Pérdida de peso,36,15
2591,63,9,Pilates,2,Mantenimiento,96,5
2592,56,3,Boxeo,7,Mantenimiento,101,21
2593,19,1,Pesas,7,Tonificación,43,2
2594,37,5,Boxeo,3,Mantenimiento,45,4
2595,32,0,Yoga,2,Ganancia muscular,98,31
2596,40,8,Yoga,1,Rendimiento deportivo,67,12
2597,32,0,Boxeo,6,Flexibilidad,103,7
2598,27,6,Cardio,5,Resistencia,63,17
2599,53,10,Funcional,3,Mantenimiento,31,10
2600,42,1,Funcional,3,Flexibilidad,63,18
2601,25,1,Pilates,7,Flexibilidad,97,1
2602,39,7,Natación,4,Flexibilidad,42,15
2603,52,8,Pilates,4,Rehabilitación,70,16
2604,35,4,CrossFit,5,Flexibilidad,104,7
2605,52,8,Pesas,4,Mantenimiento,40,3
2606,35,4,Boxeo,7,Rendimiento deportivo,75,18
2607,24,1,CrossFit,3,Pérdida de peso,75,6
2608,48,2,CrossFit,7,Mantenimiento,73,13
2609,63,10,Yoga,4,Resistencia,63,14
2610,53,7,Yoga,3,Resistencia,98,34
2611,42,8,Yoga,4,Tonificación,44,35
2612,60,2,Yoga,7,Rehabilitación,65,4
2613,51,2,Funcional,5,Flexibilidad,61,9
2614,30,4,Pesas,4,Ganancia muscular,36,5
2615,26,4,Boxeo,3,Rehabilitación,60,3
2616,23,2,CrossFit,6,Tonificación,36,36
2617,43,7,Cardio,1,Ganancia muscular,75,5
2618,36,2,Yoga,3,Rehabilitación,39,17
2619,34,6,CrossFit,4,Pérdida de peso,120,28
2620,30,5,Boxeo,3,Rendimiento deportivo,120,4
2621,56,8,Pilates,3,Resistencia,66,30
2622,40,1,Pesas,6,Tonificación,73,13
2623,65,8,Boxeo,1,Tonificación,120,35
2624,58,9,Pilates,3,Rendimiento deportivo,60,5
2625,63,8,Funcional,1,Resistencia,42,21
2626,52,2,Natación,3,Tonificación,93,29
2627,26,1,Funcional,2,Tonificación,67,16
2628,37,1,Yoga,7,Ganancia muscular,44,19
2629,20,1,Boxeo,4,Flexibilidad,91,14
2630,53,6,Funcional,2,Ganancia muscular,62,30
2631,22,2,Boxeo,4,Flexibilidad,60,3
2632,69,2,Yoga,4,Resistencia,63,20
2633,51,5,Pesas,1,Flexibilidad,73,9
2634,54,6,Cardio,2,Pérdida de peso,96,14
2635,65,4,Natación,2,Pérdida de peso,120,13
2636,29,2,Boxeo,3,Flexibilidad,36,3
2637,63,8,Funcional,3,Rendimiento deportivo,92,21
2638,46,7,Pilates,2,Rehabilitación,93,22
2639,55,3,Pesas,3,Tonificación,72,30
2640,42,4,Cardio,4,Resistencia,91,36
2641,23,0,CrossFit,3,Resistencia,120,5
2642,61,4,CrossFit,4,Pérdida de peso,120,18
2643,63,6,Pesas,7,Rehabilitación,72,34
2644,36,8,Natación,2,Ganancia muscular,97,6
2645,46,6,Boxeo,1,Pérdida de peso,70,23
2646,57,2,Yoga,2,Ganancia muscular,91,25
2647,58,7,Cardio,2,Flexibilidad,120,1
2648,51,4,CrossFit,3,Rendimiento deportivo,90,27
2649,36,1,Boxeo,4,Tonificación,38,8
2650,64,5,Pesas,3,Rehabilitación,93,4
2651,39,1,Yoga,3,Rehabilitación,44,15
2652,33,6,Boxeo,1,Tonificación,65,35
2653,19,3,Natación,3,Mantenimiento,96,27
2654,37,4,Yoga,2,Pérdida de peso,71,21
2655,19,2,Cardio,3,Rendimiento deportivo,102,27
2656,70,9,Pesas,2,Rendimiento deportivo,70,2
2657,28,1,Cardio,3,Tonificación,63,17
2658,47,8,Pilates,5,Resistencia,41,5
2659,38,4,Funcional,4,Pérdida de peso,61,14
2660,26,6,Pilates,2,Flexibilidad,120,17
2661,32,0,Funcional,5,Rehabilitación,72,25
2662,42,3,Yoga,1,Flexibilidad,72,18
2663,45,2,Pesas,1,Tonificación,75,29
2664,34,0,CrossFit,3,Pérdida de peso,62,20
2665,48,1,Natación,5,Ganancia muscular,99,8
2666,70,8,Cardio,5,Pérdida de peso,63,16
2667,59,8,Funcional,4,Rendimiento deportivo,100,31
2668,61,5,Pilates,3,Flexibilidad,120,12
2669,38,5,Pilates,4,Mantenimiento,69,10
2670,23,0,Natación,4,Rendimiento deportivo,34,25
2671,47,2,Pesas,4,Mantenimiento,39,26
2672,34,3,Cardio,3,Resistencia,97,5
2673,67,3,Boxeo,5,Pérdida de peso,103,7
2674,44,1,Cardio,1,Mantenimiento,64,2
2675,45,5,CrossFit,5,Tonificación,70,10
2676,38,1,CrossFit,1,Mantenimiento,104,34
2677,48,1,Boxeo,1,Ganancia muscular,66,13
2678,38,2,Cardio,3,Mantenimiento,98,29
2679,39,3,Cardio,3,Ganancia muscular,70,11
2680,31,2,Cardio,3,Resistencia,120,3
2681,34,0,CrossFit,2,Resistencia,100,27
2682,69,8,Cardio,6,Resistencia,120,20
2683,34,5,Cardio,3,Tonificación,39,9
2684,33,3,Pesas,2,Rendimiento deportivo,40,27
